Time,Температура (°C),Влажность (%),Авария,Счетчик аварий
22.07.2026 22:03:03.879,25.722046,55.169678,0.000000,0.000000
22.07.2026 22:03:03.990,25.711975,55.169678,0.000000,0.000000
22.07.2026 22:03:04.102,25.742188,55.169678,0.000000,0.000000
22.07.2026 22:03:04.214,25.711975,55.169678,0.000000,0.000000
22.07.2026 22:03:04.326,25.722046,55.169678,0.000000,0.000000
22.07.2026 22:03:04.438,25.691833,55.169678,0.000000,0.000000
22.07.2026 22:03:04.550,25.752258,55.072021,0.000000,0.000000
22.07.2026 22:03:04.662,25.681763,55.072021,0.000000,0.000000
22.07.2026 22:03:04.774,25.671692,55.072021,0.000000,0.000000
22.07.2026 22:03:04.886,25.722046,55.072021,0.000000,0.000000
22.07.2026 22:03:04.998,25.691833,55.072021,0.000000,0.000000
22.07.2026 22:03:05.110,25.711975,55.072021,0.000000,0.000000
22.07.2026 22:03:05.222,25.722046,55.072021,0.000000,0.000000
22.07.2026 22:03:05.334,25.681763,55.072021,0.000000,0.000000
22.07.2026 22:03:05.446,25.691833,55.072021,0.000000,0.000000
22.07.2026 22:03:05.558,25.711975,55.072021,0.000000,0.000000
22.07.2026 22:03:05.670,25.742188,55.072021,0.000000,0.000000
22.07.2026 22:03:05.782,25.681763,55.072021,0.000000,0.000000
22.07.2026 22:03:05.894,25.681763,55.072021,0.000000,0.000000
22.07.2026 22:03:06.006,25.722046,54.968262,0.000000,0.000000
22.07.2026 22:03:06.118,25.722046,54.968262,0.000000,0.000000
22.07.2026 22:03:06.229,25.681763,54.968262,0.000000,0.000000
22.07.2026 22:03:06.341,25.641479,54.968262,0.000000,0.000000
22.07.2026 22:03:06.453,25.691833,55.072021,0.000000,0.000000
22.07.2026 22:03:06.565,25.691833,54.968262,0.000000,0.000000
22.07.2026 22:03:06.676,25.742188,54.968262,0.000000,0.000000
